641,513
0,0.35283,0.44462,1
0,0.35932,0.44311,1
0,0.36554,0.44169,1
0,0.37148,0.44036,1
0,0.37715,0.43913,1
0,0.38255,0.43799,1
0,0.38768,0.43694,1
0,0.39253,0.43599,1
0,0.39711,0.43514,1
0,0.40142,0.43437,1
1,0.52632,0.37754,2
1,0.52913,0.37721,2
1,0.53209,0.37685,2
1,0.53521,0.37646,2
1,0.53848,0.37604,2
1,0.54191,0.37559,2
1,0.5455,0.3751,2
1,0.54924,0.37459,2
1,0.55314,0.37404,2
1,0.55719,0.37346,2
2,0.32164,0.47426,1
2,0.32345,0.47616,1
2,0.32577,0.47813,1
2,0.3286,0.48016,1
2,0.33193,0.48225,1
2,0.33577,0.4844,1
2,0.34011,0.48662,1
2,0.34497,0.48889,1
2,0.35033,0.49123,1
2,0.3562,0.49364,1
3,0.31774,0.46334,1
3,0.32012,0.46648,1
3,0.32257,0.46964,1
3,0.32511,0.47284,1
3,0.32772,0.47607,1
3,0.33041,0.47933,1
3,0.33318,0.48262,1
3,0.33602,0.48594,1
3,0.33895,0.4893,1
3,0.34195,0.49268,1
4,0.33528,0.4493,0
4,0.34331,0.45303,0
4,0.35103,0.45735,0
4,0.35844,0.46226,0
4,0.36554,0.46777,0
4,0.37232,0.47387,0
4,0.37879,0.48056,0
4,0.38495,0.48785,0
4,0.3908,0.49573,0
4,0.39634,0.5042,0
5,0.39571,0.47894,1
5,0.40347,0.48699,1
5,0.41193,0.49491,1
5,0.42109,0.50271,1
5,0.43095,0.51039,1
5,0.44152,0.51794,1
5,0.45279,0.52537,1
5,0.46476,0.53267,1
5,0.47743,0.53984,1
5,0.4908,0.54689,1
6,0.43275,0.40718,1
6,0.43556,0.40564,1
6,0.43852,0.40412,1
6,0.44164,0.40264,1
6,0.44491,0.40119,1
6,0.44834,0.39977,1
6,0.45193,0.39838,1
6,0.45567,0.39702,1
6,0.45957,0.3957,1
6,0.46363,0.3944,1
7,0.4191,0.47426,0
7,0.43666,0.48245,0
7,0.45349,0.4908,0
7,0.46957,0.4993,0
7,0.48491,0.50796,0
7,0.49951,0.51677,0
7,0.51337,0.52574,0
7,0.52649,0.53487,0
7,0.53887,0.54415,0
7,0.5505,0.55359,0
8,0.40156,0.43058,2
8,0.40388,0.42727,2
8,0.40616,0.42422,2
8,0.4084,0.42141,2
8,0.41061,0.41885,2
8,0.41277,0.41654,2
8,0.41489,0.41448,2
8,0.41698,0.41267,2
8,0.41903,0.41111,2
8,0.42103,0.4098,2
9,0.39961,0.49766,2
9,0.40228,0.50012,2
9,0.40484,0.50253,2
9,0.40727,0.50487,2
9,0.40959,0.50714,2
9,0.4118,0.50936,2
9,0.41388,0.51151,2
9,0.41585,0.5136,2
9,0.4177,0.51563,2
9,0.41943,0.5176,2
10,0.31384,0.46178,2
10,0.31608,0.46137,2
10,0.31813,0.46078,2
10,0.31998,0.46,2
10,0.32164,0.45903,2
10,0.3231,0.45788,2
10,0.32437,0.45654,2
10,0.32544,0.45501,2
10,0.32632,0.45329,2
10,0.327,0.45139,2
11,0.40546,0.47426,1
11,0.40795,0.4771,1
11,0.41076,0.48062,1
11,0.41388,0.48484,1
11,0.41731,0.48974,1
11,0.42105,0.49532,1
11,0.4251,0.50159,1
11,0.42947,0.50855,1
11,0.43415,0.51619,1
11,0.43914,0.52452,1
12,0.56725,0.38222,0
12,0.57265,0.38021,0
12,0.57793,0.37854,0
12,0.5831,0.37721,0
12,0.58815,0.37622,0
12,0.59308,0.37559,0
12,0.59789,0.37529,0
12,0.60259,0.37534,0
12,0.60717,0.37573,0
12,0.61163,0.37646,0
13,0.61014,0.36505,3
13,0.61131,0.3648,3
13,0.61248,0.36468,3
13,0.61364,0.36468,3
13,0.61481,0.3648,3
13,0.61598,0.36505,3
13,0.61715,0.36542,3
13,0.61832,0.36592,3
13,0.61949,0.36655,3
13,0.62066,0.3673,3
14,0.39961,0.48206,1
14,0.40678,0.49067,1
14,0.41505,0.49903,1
14,0.42441,0.50714,1
14,0.43485,0.51501,1
14,0.4464,0.52262,1
14,0.45903,0.52998,1
14,0.47275,0.5371,1
14,0.48757,0.54396,1
14,0.50347,0.55058,1
15,0.79337,0.37754,2
15,0.79688,0.37721,2
15,0.80039,0.37685,2
15,0.8039,0.37646,2
15,0.80741,0.37604,2
15,0.81092,0.37559,2
15,0.81443,0.3751,2
15,0.81794,0.37459,2
15,0.82144,0.37404,2
15,0.82495,0.37346,2
16,0.33528,0.45242,0
16,0.33698,0.45334,0
16,0.33895,0.45423,0
16,0.34119,0.45509,0
16,0.3437,0.45591,0
16,0.34649,0.45671,0
16,0.34955,0.45747,0
16,0.35288,0.45821,0
16,0.35649,0.45891,0
16,0.36037,0.45958,0
17,0.35088,0.44618,1
17,0.35337,0.44624,1
17,0.35618,0.44643,1
17,0.3593,0.44674,1
17,0.36273,0.44718,1
17,0.36647,0.44774,1
17,0.37052,0.44843,1
17,0.37489,0.44924,1
17,0.37957,0.45017,1
17,0.38456,0.45123,1
18,0.44834,0.39626,1
18,0.45265,0.39818,1
18,0.457,0.39957,1
18,0.46138,0.40043,1
18,0.46581,0.40075,1
18,0.47027,0.40055,1
18,0.47478,0.39982,1
18,0.47932,0.39855,1
18,0.4839,0.39676,1
18,0.48852,0.39443,1
19,0.66862,0.40094,2
19,0.67406,0.40032,2
19,0.67946,0.39969,2
19,0.68482,0.39907,2
19,0.69014,0.39844,2
19,0.69542,0.39782,2
19,0.70067,0.3972,2
19,0.70587,0.39657,2
19,0.71104,0.39595,2
19,0.71616,0.39532,2
20,0.66082,0.41186,0
20,0.66973,0.41083,0
20,0.67852,0.40961,0
20,0.68719,0.40821,0
20,0.69575,0.40662,0
20,0.70419,0.40484,0
20,0.71251,0.40287,0
20,0.72072,0.40072,0
20,0.72881,0.39838,0
20,0.73678,0.39585,0
21,0.7154,0.40094,0
21,0.72027,0.40294,0
21,0.72476,0.40518,0
21,0.72885,0.40768,0
21,0.73255,0.41042,0
21,0.73587,0.41342,0
21,0.73879,0.41666,0
21,0.74133,0.42016,0
21,0.74347,0.4239,0
21,0.74523,0.4279,0
22,0.73294,0.39782,0
22,0.73532,0.39748,0
22,0.73778,0.39707,0
22,0.74031,0.3966,0
22,0.74292,0.39607,0
22,0.74561,0.39548,0
22,0.74838,0.39482,0
22,0.75123,0.39411,0
22,0.75415,0.39333,0
22,0.75715,0.39248,0
23,0.57505,0.45866,0
23,0.58688,0.46838,0
23,0.59899,0.47757,0
23,0.61137,0.48623,0
