0.01400,0.35629,0.02600,0.36527,0.03800,0.38323,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.04400,0.46407,0.05600,0.54790,0.08600,0.58383,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.03600,0.45509,0.04200,0.53892,0.06600,0.57485,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.05000,0.35329,0.06800,0.37725,0.10400,0.37425,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.01600,0.38323,0.04000,0.38922,0.06400,0.37126,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.04800,0.36826,0.06400,0.37126,0.12000,0.39222,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.01400,0.35928,0.02200,0.38623,0.05200,0.37725,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.02400,0.48503,0.02800,0.53593,0.08800,0.55389,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.09600,0.36228,0.11800,0.38922,0.13800,0.40419,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.23000,0.50000,0.24600,0.49401,0.26000,0.47605,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.19000,0.39820,0.22400,0.40419,0.26000,0.49701,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.22400,0.52096,0.24800,0.51497,0.28000,0.47904,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.19000,0.43713,0.24800,0.47305,0.27800,0.46407,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.27200,0.49401,0.27600,0.47305,0.27800,0.44012,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.27200,0.46108,0.29400,0.44012,0.30200,0.42814,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.27400,0.45808,0.29600,0.43713,0.32400,0.42515,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.24000,0.48802,0.27200,0.52096,0.35600,0.58383,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.46200,0.29341,0.47800,0.22455,0.51200,0.23353,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.04800,0.55689,0.06400,0.55090,0.08600,0.53892,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.01800,0.36826,0.04800,0.38323,0.08000,0.39521,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.07800,0.52695,0.08400,0.47006,0.07800,0.41018,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.08200,0.46108,0.08800,0.49102,0.09000,0.53293,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.06200,0.46108,0.09400,0.46707,0.10000,0.50000,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.10200,0.46108,0.09600,0.41916,0.11000,0.36826,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.10000,0.59880,0.10800,0.61976,0.11600,0.64671,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.10800,0.60479,0.10800,0.62874,0.11600,0.65868,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.11400,0.63772,0.12800,0.68563,0.15000,0.72156,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.07600,0.51796,0.09200,0.54790,0.13400,0.54491,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.14800,0.53892,0.17800,0.52096,0.20200,0.50599,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.19200,0.44012,0.18600,0.41317,0.20000,0.38922,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.15800,0.53892,0.17400,0.52395,0.18600,0.50898,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.18400,0.62275,0.19800,0.58683,0.21400,0.55988,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.17600,0.42814,0.19400,0.44012,0.21000,0.42515,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.15800,0.53892,0.17800,0.52994,0.20600,0.48503,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.17200,0.41916,0.19600,0.41617,0.20800,0.42814,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.21200,0.55090,0.19000,0.56886,0.21200,0.61377,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.19400,0.39521,0.20200,0.41018,0.21400,0.43114,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.18400,0.42814,0.20600,0.43114,0.21400,0.41317,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.18400,0.43413,0.21000,0.41617,0.20800,0.38323,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.17200,0.41617,0.20400,0.42515,0.22200,0.46407,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.24400,0.58084,0.24600,0.54790,0.25200,0.52096,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.25400,0.55389,0.26200,0.51198,0.26800,0.46407,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.18000,0.58383,0.20600,0.55988,0.25800,0.58084,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.10600,0.60778,0.13600,0.62575,0.14800,0.65868,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.11400,0.63772,0.12400,0.68862,0.14200,0.71257,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.10000,0.64970,0.11200,0.63772,0.15800,0.64072,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.15000,0.60180,0.16400,0.64671,0.17400,0.67365,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.19000,0.61677,0.19000,0.58982,0.21400,0.57186,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.18000,0.62874,0.18400,0.59581,0.21000,0.56587,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.19600,0.71257,0.21000,0.76048,0.21200,0.79042,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.20600,0.56287,0.20200,0.59880,0.21000,0.62874,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.20600,0.55090,0.20200,0.59581,0.20800,0.64072,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.19800,0.78743,0.21400,0.77844,0.23000,0.76048,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.18400,0.57784,0.19800,0.62874,0.21800,0.64671,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.17400,0.58683,0.18400,0.60479,0.22400,0.65868,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.20600,0.55689,0.19800,0.58383,0.24000,0.63772,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.24400,0.52096,0.24000,0.58084,0.25200,0.60479,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.18200,0.58683,0.20600,0.62275,0.25600,0.62575,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.19800,0.56886,0.18800,0.62874,0.25600,0.65868,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
0.26200,0.55988,0.27600,0.52395,0.27600,0.50599,6.00000,6.00000,1.00000,1.00000,0.00000,0.00000,0.00000
